Race,Driver,NumBrakingEvents,AvgBrakeDistance,AvgEntrySpeed,AvgExitSpeed,AvgSpeedReduction
japanese,ALB,540,71.59929163103253,236.62222222222223,161.9525040298783,74.66971819234385
japanese,ALO,522,66.87307251670224,234.58429118773947,162.3458270435153,72.23846414422415
japanese,ANT,496,60.8984815834891,241.61895161290323,168.92171174767628,72.69723986522689
japanese,BEA,657,62.82673785894737,237.6697108066971,175.3200812167589,62.34962958993828
japanese,BOR,510,77.68923390603835,239.31176470588235,158.5546094734186,80.75715523246386
japanese,DOO,403,85.58866404568512,252.66253101736973,160.7637857781975,91.89874523917219
japanese,GAS,399,80.50549722216556,248.56641604010025,157.23911840154165,91.32729763855843
japanese,HAD,466,69.87547324708969,246.07296137339057,166.7076421871391,79.36531918625137
japanese,HAM,578,72.71194237387724,236.92560553633217,163.35034743637385,73.5752580999583
japanese,HUL,530,73.25694941574275,239.50188679245284,161.65546579506596,77.84642099738701
japanese,LAW,391,95.0911381748183,255.17135549872123,155.33168410304995,99.83967139567139
japanese,LEC,536,62.16577483296798,240.9179104477612,169.13361576720501,71.7842946805564
japanese,NOR,469,66.28834429725202,245.67377398720683,170.71817446908088,74.955599518126
japanese,OCO,652,75.48551569794012,231.30368098159508,162.8858712017326,68.41780977986257
japanese,PIA,436,74.43745444797703,250.05733944954127,166.5243404438877,83.53299900565379
japanese,RUS,533,63.54248579479463,239.91369606003752,168.38748980423327,71.52620625580414
japanese,SAI,565,79.56589543528159,238.21592920353982,161.60366180552924,76.61226739801072
japanese,STR,407,77.24469793205591,244.45700245700246,159.98084456991003,84.47615788709257
japanese,TSU,506,70.92406192809743,241.67786561264822,166.62722337845443,75.0506422341938
japanese,VER,504,68.20994842208634,243.5873015873016,172.85684518902764,70.73045639827399
las_vegas,ALB,324,91.12352897285068,232.59567901234567,121.76559146950387,110.83008754284174
las_vegas,ALO,404,91.01765408047267,233.47772277227722,115.05432643952118,118.42339633275603
las_vegas,ANT,431,84.7913598518126,247.08352668213456,136.6492193511284,110.43430733100612
las_vegas,BEA,453,94.45714703958305,239.73068432671081,125.53342298452954,114.19726134218133
las_vegas,BOR,43,67.32297973698245,182.13953488372093,131.1587003285267,50.98083455519429
las_vegas,COL,377,89.40950787099642,235.3501326259947,113.68687049334127,121.66326213265343
las_vegas,GAS,355,100.42052770473254,245.7943661971831,114.03189756367243,131.76246863351062
las_vegas,HAD,369,95.23469726531687,239.12466124661248,107.87220377649854,131.25245747011394
las_vegas,HAM,461,98.1184778349797,237.94577006507592,122.2439308633025,115.70183920177345
las_vegas,HUL,424,85.7253280459999,232.79481132075472,113.56839787403432,119.2264134467204
las_vegas,LAW,344,112.32978760934058,245.75581395348837,109.39625320154609,136.35956075194224
las_vegas,LEC,457,82.66801630515904,229.41575492341357,118.79050152471896,110.62525339869475
las_vegas,NOR,378,87.60269435675163,229.86243386243387,108.69184456937572,121.1705892930581
las_vegas,OCO,552,76.86668817605505,224.8423913043478,132.2141136908867,92.62827761346117
las_vegas,PIA,330,108.66873895004844,253.9,105.70215180273262,148.19784819726746
las_vegas,RUS,353,96.27591408511398,242.26062322946174,106.3020419000546,135.9585813294071
las_vegas,SAI,419,94.31080625493576,233.7470167064439,114.17123039512946,119.57578631131446
las_vegas,STR,7,61.0255486259967,136.42857142857142,82.69849255619047,53.73007887238095
las_vegas,TSU,344,108.60334206912856,248.30279069767442,105.57764779622421,142.72514290145025
las_vegas,VER,372,90.61528323553581,236.5752688172043,111.16228352348126,125.41298529372305
mexico_city,ALB,726,71.21128265792221,194.18044077134985,105.86301274754972,88.31742802380016
mexico_city,ALO,359,70.96045294470011,191.76044568245126,107.0534723581894,84.70697332426185
mexico_city,ANT,676,74.02434989765833,201.70710059171597,110.05345056240088,91.65365002931514
mexico_city,BEA,766,68.62654468106294,198.5691906005222,113.99946690937513,84.56972369114702
mexico_city,BOR,741,74.0577841801502,195.69095816464238,103.52165888659874,92.16929927804368
mexico_city,COL,744,63.97582343349791,190.04435483870967,110.14360512376837,79.90074971494127
mexico_city,GAS,706,71.06515590599436,197.1586402266289,110.65312091614864,86.50551931048028
mexico_city,HAD,719,66.81760231441837,194.326842837274,106.50871856565558,87.81812427161839
mexico_city,HAM,736,73.74689745813482,192.13451086956522,105.8809276420769,86.25358322748832
mexico_city,HUL,279,63.41144105570379,183.7706093189964,106.08125891913313,77.68935039986327
mexico_city,LAW,57,75.36143247438326,177.31578947368422,97.0692815939142,80.24650787977002
mexico_city,LEC,737,64.20810530127363,192.03120759837176,105.91541539644969,86.11579220192218
mexico_city,NOR,676,67.01788612070446,196.66420118343194,110.73267287973974,85.93152830369236
mexico_city,OCO,977,56.295173441748354,178.97031729785056,113.16117142549501,65.8091458723556
mexico_city,PIA,685,74.6606095479575,202.7751824817518,109.95976193597447,92.81542054577744
mexico_city,RUS,726,68.28881906194053,196.21074380165288,109.23417195221735,86.97657184943569
mexico_city,SAI,721,75.56125150081252,199.67961165048544,109.87690588140296,89.80270576908259
mexico_city,STR,719,68.19753723494267,193.82614742698192,110.66486451406351,83.16128291291834
mexico_city,TSU,717,66.19504068459474,194.96513249651326,110.05933741271213,84.90579508380102
mexico_city,VER,724,68.23536517956681,197.15469613259668,110.66628511331766,86.48841101927897
miami,ALB,567,73.14043130365754,212.3968253968254,123.25073656695382,89.14608882987157
miami,ALO,569,71.85468464244242,205.72231985940246,120.75048075563622,84.9718391037663
miami,ANT,516,68.29951433904927,213.71124031007753,127.83814738944392,85.87309292063354
miami,BEA,310,70.04914459255784,207.66129032258064,125.11475141201882,82.54653891056176
miami,BOR,322,75.21218618823038,202.99689440993788,118.10382926960806,84.89306514032981
