Race,Driver,FullThrottleRatio,BrakeUsageRatio,AvgBrake,AvgGear,GearChangeRate,AvgSpeed,TopSpeed,DRSUsageRatio
dutch,LAW,0.3921400338791643,0.2282326369282891,1.0,4.557470355731225,0.05445511010728402,184.35834813124225,334.0,0.3193224167137211
dutch,LEC,0.4504969918911849,0.23927543813758828,1.0,4.90740256343186,0.06058723515563694,193.32139588077297,331.0,0.261182317551661
dutch,NOR,0.41927771486095383,0.20873285516547124,1.0,4.579287781552787,0.06324399144331194,184.6507927002634,325.0,0.25602114005285015
dutch,OCO,0.38576432041577224,0.26162015591458593,1.0,4.7771325273980345,0.0621624675177946,184.61088690980043,340.0,0.3525251384024404
dutch,PIA,0.39667512230476537,0.18148668236999457,1.0,4.593880231926073,0.06051820982061968,185.76721377757985,304.0,0.2867140786374343
dutch,RUS,0.38840619060548465,0.19621685220381935,1.0,4.618110236220472,0.06369354692732374,185.2323401789006,335.0,0.3215901891573898
dutch,SAI,0.3400411048625697,0.2653973846466563,1.0,4.868080493258351,0.05097454660433182,184.46878925993425,342.0,0.3684983174108454
dutch,STR,0.4054225176944124,0.19311218144404496,1.0,4.711598037220451,0.06451394070958551,185.29153321934385,339.0,0.34389344911019154
dutch,TSU,0.36131073446327683,0.21066666666666667,1.0,4.708632768361582,0.051141242937853104,184.65143742052175,336.0,0.40088135593220336
dutch,VER,0.40411656816792335,0.20768516631569414,1.0,4.653397640558839,0.04933994520299798,185.41263693546043,311.0,0.2875031134660236
emilia_romagna,ALB,0.45424860314926346,0.2084996250876811,1.0,5.17756331180611,0.0708221464334954,199.96940257295918,336.0,0.31531335413492007
emilia_romagna,ALO,0.4922010817075526,0.19386227544910178,1.0,5.190361213057756,0.07586440023179447,199.84026759377363,336.0,0.30732084218659456
